tool,format,image,quality,bytes,score,min_ms,median_ms,mad_ms,peak_rss_kib,refined,valid
cwebp,webp,screenshot_ui.png,65,34828,77.55743102,,,,,0,1
cwebp,webp,screenshot_ui.png,70,36386,77.95832716,,,,,0,1
cwebp,webp,screenshot_ui.png,75,37800,79.69397846,,,,,0,1
cwebp,webp,screenshot_ui.png,80,43202,81.70084703,,,,,0,1
cwebp,webp,screenshot_ui.png,85,49554,83.58480321,,,,,0,1
cwebp,webp,screenshot_ui.png,90,58382,85.93114559,,,,,0,1
cwebp,webp,screenshot_ui.png,95,76550,87.77272588,,,,,0,1
cwebp,webp,screenshot_ui.png,100,92910,88.16823777,,,,,0,1
cwebp,webp,screenshot_ui.png,78,40696,80.55176631,,,,,1,1
cwebp,webp,screenshot_ui.png,76,38710,79.55245805,,,,,1,1
cwebp,webp,screenshot_ui.png,77,39976,80.09565656,,,,,1,1
cwebp,webp,photo_portrait.png,40,79752,51.66237741,,,,,0,1
cwebp,webp,photo_portrait.png,45,87334,53.91489325,,,,,0,1
cwebp,webp,photo_portrait.png,50,94544,56.54197751,,,,,0,1
cwebp,webp,photo_portrait.png,55,102208,58.55651535,,,,,0,1
cwebp,webp,photo_portrait.png,60,110318,60.02989774,,,,,0,1
cwebp,webp,photo_portrait.png,65,117128,62.00175762,,,,,0,1
cwebp,webp,photo_portrait.png,70,128676,63.98470681,,,,,0,1
cwebp,webp,photo_portrait.png,75,138562,65.63568024,,,,,0,1
cwebp,webp,photo_portrait.png,80,180194,70.6042139,,,,,0,1
cwebp,webp,photo_portrait.png,85,237168,75.49554444,,,,,0,1
cwebp,webp,photo_portrait.png,90,360640,80.78213763,,,,,0,1
cwebp,webp,photo_portrait.png,95,609316,84.98448149,,,,,0,1
cwebp,webp,photo_portrait.png,100,905308,87.40856283,,,,,0,1
cwebp,webp,photo_portrait.png,88,298336,78.78918717,,,,,1,1
cwebp,webp,photo_portrait.png,89,325386,79.90379948,,,,,1,1
cwebp,webp,photo_exif.jpg,40,327710,57.71528304,,,,,0,1
cwebp,webp,photo_exif.jpg,45,353310,60.55843893,,,,,0,1
cwebp,webp,photo_exif.jpg,50,379380,63.29533838,,,,,0,1
cwebp,webp,photo_exif.jpg,55,403010,65.54241725,,,,,0,1
cwebp,webp,photo_exif.jpg,60,421754,67.30881351,,,,,0,1
cwebp,webp,photo_exif.jpg,65,451308,68.86679882,,,,,0,1
cwebp,webp,photo_exif.jpg,70,480006,70.554223,,,,,0,1
cwebp,webp,photo_exif.jpg,75,509982,72.38852771,,,,,0,1
cwebp,webp,photo_exif.jpg,80,627938,78.41596807,,,,,0,1
cwebp,webp,photo_exif.jpg,85,756532,82.62127564,,,,,0,1
cwebp,webp,photo_exif.jpg,90,940432,86.02820249,,,,,0,1
cwebp,webp,photo_exif.jpg,95,1254844,89.21080678,,,,,0,1
cwebp,webp,photo_exif.jpg,100,1598618,90.44854555,,,,,0,1
cwebp,webp,photo_exif.jpg,82,680244,80.30443732,,,,,1,1
cwebp,webp,photo_exif.jpg,81,646188,79.02185805,,,,,1,1
cwebp,webp,photo_exif.jpg,98,1474398,90.18288155,,,,,1,1
cwebp,webp,photo_exif.jpg,96,1315646,89.59902609,,,,,1,1
cwebp,webp,photo_exif.jpg,97,1406614,90.03538127,,,,,1,1
avifenc,avif,alpha_logo.png,40,3129,81.9589569,,,,,0,1
avifenc,avif,alpha_logo.png,45,3239,85.80737542,,,,,0,1
avifenc,avif,alpha_logo.png,50,3395,86.64236142,,,,,0,1
avifenc,avif,alpha_logo.png,55,3587,89.54595612,,,,,0,1
avifenc,avif,alpha_logo.png,60,3796,89.27643418,,,,,0,1
avifenc,avif,alpha_logo.png,65,3985,89.84296114,,,,,0,1
avifenc,avif,alpha_logo.png,70,4193,90.51372451,,,,,0,1
avifenc,avif,alpha_logo.png,75,4396,91.04989401,,,,,0,1
avifenc,avif,alpha_logo.png,80,4670,92.00093403,,,,,0,1
avifenc,avif,alpha_logo.png,85,5357,92.98629546,,,,,0,1
avifenc,avif,alpha_logo.png,90,6070,93.56881736,,,,,0,1
avifenc,avif,alpha_logo.png,95,8531,94.2317136,,,,,0,1
avifenc,avif,alpha_logo.png,100,33162,94.3565262,,,,,0,1
avifenc,avif,alpha_logo.png,68,4083,90.19182921,,,,,1,1
avifenc,avif,alpha_logo.png,66,4012,90.36950897,,,,,1,1
sharp,avif,photo_sky.png,40,1307,67.15647717,,,,,0,1
sharp,avif,photo_sky.png,45,1507,67.45585673,,,,,0,1
sharp,avif,photo_sky.png,50,1865,68.15326063,,,,,0,1
sharp,avif,photo_sky.png,55,2490,68.94205632,,,,,0,1
sharp,avif,photo_sky.png,60,4295,69.50803916,,,,,0,1
sharp,avif,photo_sky.png,65,8327,71.05959097,,,,,0,1
sharp,avif,photo_sky.png,70,15618,73.29976417,,,,,0,1
sharp,avif,photo_sky.png,75,26209,76.16965709,,,,,0,1
sharp,avif,photo_sky.png,80,46286,79.78053029,,,,,0,1
sharp,avif,photo_sky.png,85,91169,84.57914111,,,,,0,1
sharp,avif,photo_sky.png,90,156170,87.72660296,,,,,0,1
sharp,avif,photo_sky.png,95,294887,89.9068261,,,,,0,1
sharp,avif,photo_sky.png,100,875488,91.62745438,,,,,0,1
sharp,avif,photo_sky.png,82,66412,82.32462074,,,,,1,1
sharp,avif,photo_sky.png,81,54334,80.94264559,,,,,1,1
sharp,avif,photo_sky.png,98,592290,90.97367185,,,,,1,1
sharp,avif,photo_sky.png,96,294887,89.9068261,,,,,1,1
sharp,avif,photo_sky.png,97,421291,90.57768604,,,,,1,1
avifenc,avif,screenshot_text.png,40,133160,82.24120858,,,,,0,1
avifenc,avif,screenshot_text.png,45,149814,84.44397703,,,,,0,1
avifenc,avif,screenshot_text.png,50,163695,86.76190093,,,,,0,1
avifenc,avif,screenshot_text.png,55,182465,87.73738142,,,,,0,1
avifenc,avif,screenshot_text.png,60,200390,89.07626444,,,,,0,1
avifenc,avif,screenshot_text.png,65,215168,89.97834404,,,,,0,1
avifenc,avif,screenshot_text.png,70,225647,91.01527141,,,,,0,1
avifenc,avif,screenshot_text.png,75,240222,91.70896367,,,,,0,1
avifenc,avif,screenshot_text.png,80,259691,92.2458411,,,,,0,1
avifenc,avif,screenshot_text.png,85,299001,93.20958003,,,,,0,1
avifenc,avif,screenshot_text.png,90,339223,93.98063843,,,,,0,1
avifenc,avif,screenshot_text.png,95,416081,94.64533576,,,,,0,1
avifenc,avif,screenshot_text.png,100,782447,95.51443081,,,,,0,1
avifenc,avif,screenshot_text.png,68,219289,90.45872899,,,,,1,1
avifenc,avif,screenshot_text.png,66,217071,90.41298071,,,,,1,1
avifenc,avif,photo_sky.png,40,1226,67.47148765,,,,,0,1
avifenc,avif,photo_sky.png,45,1370,67.72168204,,,,,0,1
avifenc,avif,photo_sky.png,50,1622,68.42398539,,,,,0,1
avifenc,avif,photo_sky.png,55,2006,69.02784908,,,,,0,1
avifenc,avif,photo_sky.png,60,3512,69.84918409,,,,,0,1
avifenc,avif,photo_sky.png,65,8625,71.82341363,,,,,0,1
avifenc,avif,photo_sky.png,70,15967,73.8343104,,,,,0,1
avifenc,avif,photo_sky.png,75,27245,76.33995572,,,,,0,1
avifenc,avif,photo_sky.png,80,46279,79.59813174,,,,,0,1
avifenc,avif,photo_sky.png,85,89867,84.24318964,,,,,0,1
avifenc,avif,photo_sky.png,90,154693,87.39595864,,,,,0,1
avifenc,avif,photo_sky.png,95,284022,89.57336859,,,,,0,1
avifenc,avif,photo_sky.png,100,885757,91.62745438,,,,,0,1
avifenc,avif,photo_sky.png,82,65837,81.93869461,,,,,1,1
avifenc,avif,photo_sky.png,81,54286,80.62028987,,,,,1,1
avifenc,avif,photo_sky.png,98,552859,90.79086426,,,,,1,1
avifenc,avif,photo_sky.png,96,284022,89.57336859,,,,,1,1
avifenc,avif,photo_sky.png,97,378648,90.23480057,,,,,1,1
cjpeg,jpeg,alpha_logo.png,40,6665,-534.06986742,,,,,0,0
cjpeg,jpeg,alpha_logo.png,45,7130,-536.20804732,,,,,0,0
cjpeg,jpeg,alpha_logo.png,50,7664,-538.75259993,,,,,0,0
cjpeg,jpeg,alpha_logo.png,55,8211,-538.94290094,,,,,0,0
cjpeg,jpeg,alpha_logo.png,60,8672,-536.52836276,,,,,0,0
cjpeg,jpeg,alpha_logo.png,65,9329,-534.04257733,,,,,0,0
cjpeg,jpeg,alpha_logo.png,70,9874,-532.64333965,,,,,0,0
cjpeg,jpeg,alpha_logo.png,75,10850,-535.37636547,,,,,0,0
cjpeg,jpeg,alpha_logo.png,80,15122,-535.03550662,,,,,0,0
cjpeg,jpeg,alpha_logo.png,85,17174,-534.83591489,,,,,0,0
cjpeg,jpeg,alpha_logo.png,90,26108,-534.82022098,,,,,0,0
cjpeg,jpeg,alpha_logo.png,95,34769,-534.68904501,,,,,0,0
cjpeg,jpeg,alpha_logo.png,100,64589,-534.61840125,,,,,0,0
sharp,avif,photo_exif.jpg,40,231732,57.37272342,,,,,0,1
sharp,avif,photo_exif.jpg,45,286158,63.93650187,,,,,0,1
sharp,avif,photo_exif.jpg,50,345219,69.18211801,,,,,0,1
sharp,avif,photo_exif.jpg,55,438425,74.97443892,,,,,0,1
sharp,avif,photo_exif.jpg,60,528381,78.85228301,,,,,0,1
sharp,avif,photo_exif.jpg,65,609800,81.85643409,,,,,0,1
sharp,avif,photo_exif.jpg,70,671510,83.89356098,,,,,0,1
sharp,avif,photo_exif.jpg,75,742639,85.71598894,,,,,0,1
sharp,avif,photo_exif.jpg,80,818604,87.6115841,,,,,0,1
sharp,avif,photo_exif.jpg,85,932550,89.86491772,,,,,0,1
sharp,avif,photo_exif.jpg,90,1056118,91.47061708,,,,,0,1
sharp,avif,photo_exif.jpg,95,1260000,92.69149398,,,,,0,1
sharp,avif,photo_exif.jpg,100,2593879,93.93578647,,,,,0,1
sharp,avif,photo_exif.jpg,62,564995,80.2011602,,,,,1,1
sharp,avif,photo_exif.jpg,61,528381,78.85228301,,,,,1,1
sharp,avif,photo_exif.jpg,88,961767,90.63871029,,,,,1,1
sharp,avif,photo_exif.jpg,86,932550,89.86491772,,,,,1,1
sharp,avif,photo_exif.jpg,87,961767,90.63871029,,,,,1,1
cjpeg,jpeg,photo_foliage.png,40,51764,54.28016565,,,,,0,1
cjpeg,jpeg,photo_foliage.png,45,55779,56.88330102,,,,,0,1
cjpeg,jpeg,photo_foliage.png,50,60138,61.86477328,,,,,0,1
cjpeg,jpeg,photo_foliage.png,55,65220,63.83486909,,,,,0,1
cjpeg,jpeg,photo_foliage.png,60,69462,65.34474599,,,,,0,1
cjpeg,jpeg,photo_foliage.png,65,76922,67.56852608,,,,,0,1
cjpeg,jpeg,photo_foliage.png,70,84162,70.04789902,,,,,0,1
cjpeg,jpeg,photo_foliage.png,75,97359,76.37993919,,,,,0,1
cjpeg,jpeg,photo_foliage.png,80,140119,78.31381081,,,,,0,1
cjpeg,jpeg,photo_foliage.png,85,169077,81.15866502,,,,,0,1
cjpeg,jpeg,photo_foliage.png,90,283694,87.30192044,,,,,0,1
cjpeg,jpeg,photo_foliage.png,95,433568,90.26876193,,,,,0,1
cjpeg,jpeg,photo_foliage.png,100,1191995,93.10769791,,,,,0,1
cjpeg,jpeg,photo_foliage.png,82,146183,78.7565209,,,,,1,1
cjpeg,jpeg,photo_foliage.png,84,164671,80.96695684,,,,,1,1
cjpeg,jpeg,photo_foliage.png,83,159671,80.61980348,,,,,1,1
cjpeg,jpeg,photo_foliage.png,92,311733,87.97841298,,,,,1,1
cjpeg,jpeg,photo_foliage.png,94,412920,90.01862914,,,,,1,1
cjpeg,jpeg,photo_foliage.png,93,372067,89.48598093,,,,,1,1
cjpeg,jpeg,photo_exif.jpg,40,272191,55.94004889,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,45,296343,59.16875277,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,50,319689,62.7324385,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,55,346573,65.37315006,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,60,372362,67.35579782,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,65,408816,70.72662113,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,70,451554,73.32440474,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,75,506360,76.72374627,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,80,617841,80.56414611,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,85,716014,83.19749104,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,90,975782,87.65500894,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,95,1288782,92.29997512,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,100,1942199,94.51035015,,,,,0,1
cjpeg,jpeg,photo_exif.jpg,78,553368,78.38803732,,,,,1,1
cjpeg,jpeg,photo_exif.jpg,79,567301,78.74584664,,,,,1,1
cjpeg,jpeg,photo_exif.jpg,92,1087718,89.51309325,,,,,1,1
cjpeg,jpeg,photo_exif.jpg,94,1241669,91.92573978,,,,,1,1
cjpeg,jpeg,photo_exif.jpg,93,1175754,91.17866734,,,,,1,1
avifenc,avif,screenshot_ui.png,40,16785,76.64829591,,,,,0,1
avifenc,avif,screenshot_ui.png,45,18601,80.09544184,,,,,0,1
avifenc,avif,screenshot_ui.png,50,20246,82.39708566,,,,,0,1
avifenc,avif,screenshot_ui.png,55,22525,84.80185598,,,,,0,1
avifenc,avif,screenshot_ui.png,60,24967,86.65263439,,,,,0,1
avifenc,avif,screenshot_ui.png,65,27014,87.53682223,,,,,0,1
avifenc,avif,screenshot_ui.png,70,30131,88.60598231,,,,,0,1
avifenc,avif,screenshot_ui.png,75,32270,89.31223371,,,,,0,1
avifenc,avif,screenshot_ui.png,80,36333,90.27460311,,,,,0,1
avifenc,avif,screenshot_ui.png,85,44175,91.30913309,,,,,0,1
avifenc,avif,screenshot_ui.png,90,53712,91.93555116,,,,,0,1
avifenc,avif,screenshot_ui.png,95,69772,92.25392043,,,,,0,1
avifenc,avif,screenshot_ui.png,100,139564,92.36178361,,,,,0,1
avifenc,avif,screenshot_ui.png,42,17591,77.83962381,,,,,1,1
avifenc,avif,screenshot_ui.png,44,18601,80.09544184,,,,,1,1
avifenc,avif,screenshot_ui.png,43,17965,78.56895925,,,,,1,1
avifenc,avif,screenshot_ui.png,78,35047,89.99677381,,,,,1,1
avifenc,avif,screenshot_ui.png,79,36333,90.27460311,,,,,1,1
cjpeg,jpeg,photo_lowlight.png,40,136514,46.73985331,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,45,149873,50.5576347,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,50,163193,54.63284119,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,55,178296,57.00238243,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,60,193037,59.15545196,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,65,213450,62.61935964,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,70,236593,65.44921872,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,75,268176,70.14104526,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,80,361331,74.38195579,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,85,429024,77.22873724,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,90,689253,83.21554794,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,95,978623,87.24164815,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,100,2217358,91.53033238,,,,,0,1
cjpeg,jpeg,photo_lowlight.png,88,495731,79.42262583,,,,,1,1
cjpeg,jpeg,photo_lowlight.png,89,513571,79.88742491,,,,,1,1
cjpeg,jpeg,photo_lowlight.png,98,1570089,90.19608311,,,,,1,1
cjpeg,jpeg,photo_lowlight.png,96,1206162,88.56839402,,,,,1,1
cjpeg,jpeg,photo_lowlight.png,97,1335458,89.32634103,,,,,1,1
cjpeg,jpeg,photo_sky.png,40,11745,57.17357637,,,,,0,1
cjpeg,jpeg,photo_sky.png,45,12439,60.13126717,,,,,0,1
cjpeg,jpeg,photo_sky.png,50,13644,61.87620147,,,,,0,1
cjpeg,jpeg,photo_sky.png,55,16122,64.51576608,,,,,0,1
cjpeg,jpeg,photo_sky.png,60,18168,65.78878416,,,,,0,1
cjpeg,jpeg,photo_sky.png,65,22937,67.55250178,,,,,0,1
cjpeg,jpeg,photo_sky.png,70,28117,70.04678137,,,,,0,1
cjpeg,jpeg,photo_sky.png,75,39900,76.64323005,,,,,0,1
cjpeg,jpeg,photo_sky.png,80,65917,79.14205132,,,,,0,1
cjpeg,jpeg,photo_sky.png,85,94967,82.06562501,,,,,0,1
cjpeg,jpeg,photo_sky.png,90,170856,86.79094104,,,,,0,1
cjpeg,jpeg,photo_sky.png,95,294461,88.85508287,,,,,0,1
cjpeg,jpeg,photo_sky.png,100,799728,90.40270398,,,,,0,1
cjpeg,jpeg,photo_sky.png,82,72892,79.75734459,,,,,1,1
cjpeg,jpeg,photo_sky.png,84,89274,81.82735949,,,,,1,1
cjpeg,jpeg,photo_sky.png,83,84180,81.42048123,,,,,1,1
cjpeg,jpeg,photo_sky.png,98,556589,89.94292188,,,,,1,1
cjpeg,jpeg,photo_sky.png,99,688308,90.13994031,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,40,36385,59.5031314,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,45,39018,60.92362101,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,50,41655,55.36660524,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,55,44121,66.8042468,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,60,46556,67.89269817,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,65,50128,73.19735055,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,70,53965,72.64181283,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,75,59254,75.75017768,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,80,69749,79.07077374,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,85,79221,80.75076279,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,90,105968,84.84002916,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,95,139988,88.02204152,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,100,254465,92.43973303,,,,,0,1
cjpeg,jpeg,screenshot_ui.png,82,72698,79.66917491,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,84,76965,80.35830184,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,83,75038,80.15206693,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,98,200643,90.99283106,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,96,164455,88.88398068,,,,,1,1
cjpeg,jpeg,screenshot_ui.png,97,179123,89.96156782,,,,,1,1
cjpeg,jpeg,photo_portrait.png,40,104502,55.98058585,,,,,0,1
cjpeg,jpeg,photo_portrait.png,45,114533,59.49152834,,,,,0,1
cjpeg,jpeg,photo_portrait.png,50,125312,62.33769331,,,,,0,1
cjpeg,jpeg,photo_portrait.png,55,137903,64.83193348,,,,,0,1
cjpeg,jpeg,photo_portrait.png,60,148259,66.08980257,,,,,0,1
cjpeg,jpeg,photo_portrait.png,65,165259,69.46260294,,,,,0,1
cjpeg,jpeg,photo_portrait.png,70,182196,71.0588193,,,,,0,1
cjpeg,jpeg,photo_portrait.png,75,208912,75.69555578,,,,,0,1
cjpeg,jpeg,photo_portrait.png,80,279359,78.38451284,,,,,0,1
cjpeg,jpeg,photo_portrait.png,85,337008,80.62692152,,,,,0,1
cjpeg,jpeg,photo_portrait.png,90,542535,85.20063952,,,,,0,1
cjpeg,jpeg,photo_portrait.png,95,825577,89.01075679,,,,,0,1
cjpeg,jpeg,photo_portrait.png,100,2052314,92.71665183,,,,,0,1
cjpeg,jpeg,photo_portrait.png,82,295943,79.00211641,,,,,1,1
cjpeg,jpeg,photo_portrait.png,84,325418,80.24261654,,,,,1,1
cjpeg,jpeg,photo_portrait.png,83,314342,79.8974704,,,,,1,1
cjpeg,jpeg,photo_portrait.png,98,1476223,91.52679831,,,,,1,1
cjpeg,jpeg,photo_portrait.png,96,1090358,90.18528901,,,,,1,1
oxipng,png,alpha_logo.png,,24095,100.0,,,,,0,1
cjpeg,jpeg,screenshot_text.png,40,166474,65.24733704,,,,,0,1
cjpeg,jpeg,screenshot_text.png,45,177226,65.98823975,,,,,0,1
cjpeg,jpeg,screenshot_text.png,50,187102,69.02907102,,,,,0,1
cjpeg,jpeg,screenshot_text.png,55,198105,69.92254588,,,,,0,1
cjpeg,jpeg,screenshot_text.png,60,211115,69.82323093,,,,,0,1
cjpeg,jpeg,screenshot_text.png,65,226065,72.34926488,,,,,0,1
cjpeg,jpeg,screenshot_text.png,70,241563,73.06503628,,,,,0,1
cjpeg,jpeg,screenshot_text.png,75,267274,75.07448034,,,,,0,1
cjpeg,jpeg,screenshot_text.png,80,307311,77.20737009,,,,,0,1
cjpeg,jpeg,screenshot_text.png,85,350987,79.80847268,,,,,0,1
cjpeg,jpeg,screenshot_text.png,90,463480,83.06723506,,,,,0,1
cjpeg,jpeg,screenshot_text.png,95,612716,86.60337639,,,,,0,1
cjpeg,jpeg,screenshot_text.png,100,1075899,95.10087009,,,,,0,1
cjpeg,jpeg,screenshot_text.png,88,389640,81.4248871,,,,,1,1
cjpeg,jpeg,screenshot_text.png,86,368267,79.58872118,,,,,1,1
cjpeg,jpeg,screenshot_text.png,87,378071,80.63548671,,,,,1,1
cjpeg,jpeg,screenshot_text.png,98,863255,92.64286469,,,,,1,1
cjpeg,jpeg,screenshot_text.png,96,709599,87.81651435,,,,,1,1
cjpeg,jpeg,screenshot_text.png,97,770702,90.26309663,,,,,1,1
sharp,avif,photo_foliage.png,40,25436,62.66669098,,,,,0,1
sharp,avif,photo_foliage.png,45,31710,66.88396554,,,,,0,1
sharp,avif,photo_foliage.png,50,39022,70.34660152,,,,,0,1
sharp,avif,photo_foliage.png,55,50273,74.01038017,,,,,0,1
sharp,avif,photo_foliage.png,60,60045,76.1527637,,,,,0,1
sharp,avif,photo_foliage.png,65,70115,77.74265082,,,,,0,1
sharp,avif,photo_foliage.png,70,80042,78.85268285,,,,,0,1
sharp,avif,photo_foliage.png,75,93697,80.21611968,,,,,0,1
sharp,avif,photo_foliage.png,80,111948,81.7323873,,,,,0,1
sharp,avif,photo_foliage.png,85,155639,84.92131315,,,,,0,1
sharp,avif,photo_foliage.png,90,235969,88.187917,,,,,0,1
sharp,avif,photo_foliage.png,95,431233,90.84153257,,,,,0,1
sharp,avif,photo_foliage.png,100,1301935,92.7897945,,,,,0,1
sharp,avif,photo_foliage.png,72,84396,79.35303119,,,,,1,1
sharp,avif,photo_foliage.png,74,93697,80.21611968,,,,,1,1
sharp,avif,photo_foliage.png,73,88678,79.74367132,,,,,1,1
sharp,avif,photo_foliage.png,92,276416,89.10824139,,,,,1,1
sharp,avif,photo_foliage.png,94,347575,90.13467517,,,,,1,1
sharp,avif,photo_foliage.png,93,347575,90.13467517,,,,,1,1
oxipng,png,photo_lowlight.png,,3419629,100.0,,,,,0,1
oxipng,png,photo_foliage.png,,1904711,100.0,,,,,0,1
avifenc,avif,photo_foliage.png,40,25886,62.8153593,,,,,0,1
avifenc,avif,photo_foliage.png,45,32010,66.94154513,,,,,0,1
avifenc,avif,photo_foliage.png,50,39366,70.31662186,,,,,0,1
avifenc,avif,photo_foliage.png,55,50435,74.05819315,,,,,0,1
avifenc,avif,photo_foliage.png,60,60415,76.07007836,,,,,0,1
avifenc,avif,photo_foliage.png,65,70769,77.70370133,,,,,0,1
avifenc,avif,photo_foliage.png,70,80455,78.71816051,,,,,0,1
avifenc,avif,photo_foliage.png,75,93302,79.77897595,,,,,0,1
avifenc,avif,photo_foliage.png,80,111928,81.26007627,,,,,0,1
avifenc,avif,photo_foliage.png,85,155503,84.25601892,,,,,0,1
avifenc,avif,photo_foliage.png,90,237778,87.85529092,,,,,0,1
avifenc,avif,photo_foliage.png,95,429699,90.56921389,,,,,0,1
avifenc,avif,photo_foliage.png,100,1326259,92.77480738,,,,,0,1
avifenc,avif,photo_foliage.png,78,105537,80.79311651,,,,,1,1
avifenc,avif,photo_foliage.png,76,99566,80.26729349,,,,,1,1
avifenc,avif,photo_foliage.png,92,277478,88.75802953,,,,,1,1
avifenc,avif,photo_foliage.png,94,345584,89.69044433,,,,,1,1
oxipng,png,screenshot_text.png,,247162,100.0,,,,,0,1
sharp-png,png,alpha_logo.png,,32433,100.0,,,,,0,1
sharp-png,png,photo_foliage.png,,2957885,100.0,,,,,0,1
sharp-png,png,photo_exif.jpg,,7071678,100.0,,,,,0,1
sharp-png,png,photo_lowlight.png,,4633359,100.0,,,,,0,1
sharp-png,png,photo_portrait.png,,5677437,100.0,,,,,0,1
avifenc,avif,photo_exif.jpg,40,223497,53.40596236,,,,,0,1
avifenc,avif,photo_exif.jpg,45,276021,60.06729412,,,,,0,1
avifenc,avif,photo_exif.jpg,50,333214,65.86783434,,,,,0,1
avifenc,avif,photo_exif.jpg,55,425468,71.85472906,,,,,0,1
avifenc,avif,photo_exif.jpg,60,513268,75.93282639,,,,,0,1
avifenc,avif,photo_exif.jpg,65,591950,78.76497165,,,,,0,1
avifenc,avif,photo_exif.jpg,70,655025,81.20057968,,,,,0,1
avifenc,avif,photo_exif.jpg,75,727898,83.39808803,,,,,0,1
avifenc,avif,photo_exif.jpg,80,802249,85.07333781,,,,,0,1
avifenc,avif,photo_exif.jpg,85,915812,88.21233322,,,,,0,1
avifenc,avif,photo_exif.jpg,90,1033736,90.30014287,,,,,0,1
avifenc,avif,photo_exif.jpg,95,1209374,91.92842383,,,,,0,1
avifenc,avif,photo_exif.jpg,100,2354803,93.83125914,,,,,0,1
avifenc,avif,photo_exif.jpg,68,633136,80.33329014,,,,,1,1
avifenc,avif,photo_exif.jpg,66,612936,79.52482509,,,,,1,1
avifenc,avif,photo_exif.jpg,67,612936,79.52482509,,,,,1,1
avifenc,avif,photo_exif.jpg,88,943234,89.20477887,,,,,1,1
avifenc,avif,photo_exif.jpg,89,984282,89.53028109,,,,,1,1
sharp-png,png,photo_sky.png,,1547880,93.01142753,,,,,0,1
sharp-png,png,screenshot_text.png,,256286,100.0,,,,,0,1
sharp-png,png,screenshot_ui.png,,109801,100.0,,,,,0,1
pngquant,png,alpha_logo.png,50,12546,71.29990505,,,,,0,1
pngquant,png,alpha_logo.png,60,12776,74.44706901,,,,,0,1
pngquant,png,alpha_logo.png,70,12914,76.35490517,,,,,0,1
pngquant,png,alpha_logo.png,80,13544,81.01116048,,,,,0,1
pngquant,png,alpha_logo.png,90,14461,86.52334239,,,,,0,1
pngquant,png,alpha_logo.png,100,12704,94.58708446,,,,,0,1
pngquant,png,alpha_logo.png,75,13234,80.24573022,,,,,1,1
pngquant,png,alpha_logo.png,72,13028,77.90515069,,,,,1,1
pngquant,png,alpha_logo.png,74,13223,79.4874729,,,,,1,1
pngquant,png,alpha_logo.png,95,14509,90.10408934,,,,,1,1
pngquant,png,alpha_logo.png,92,14588,87.94665725,,,,,1,1
pngquant,png,alpha_logo.png,94,14708,89.70361627,,,,,1,1
oxipng,png,screenshot_ui.png,,109315,100.0,,,,,0,1
oxipng,png,photo_portrait.png,,3645868,100.0,,,,,0,1
oxipng,png,photo_sky.png,,1161521,100.0,,,,,0,1
pngquant,png,screenshot_text.png,50,94713,87.41206915,,,,,0,1
pngquant,png,screenshot_text.png,60,96835,87.72817952,,,,,0,1
pngquant,png,screenshot_text.png,70,104213,91.96841255,,,,,0,1
pngquant,png,screenshot_text.png,80,107604,92.91373823,,,,,0,1
pngquant,png,screenshot_text.png,90,121065,93.66229304,,,,,0,1
pngquant,png,screenshot_text.png,100,149360,95.71794457,,,,,0,1
